"","sample_name","cluster_color","cluster_order","cluster_label","class_color","class_order","class_label","subclass_color","subclass_order","subclass_label","full_genotype_label","donor_sex_label","region_label","cortical_layer_label","cell_type_accession_label","external_donor_name_label"
"F2S4_170720_091_A01","F2S4_170720_091_A01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121098","H200.1023"
"F2S4_170720_091_F01","F2S4_170720_091_F01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121098","H200.1023"
"F2S4_170725_004_H01","F2S4_170725_004_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","CgG","L2","CS1910121120","H200.1025"
"F2S4_170720_093_D01","F2S4_170720_093_D01","#945E51",5,"Inh L1-6 LAMP5 CA13","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","CgG","L6","CS1910121005","H200.1023"
"F2S4_170720_094_H01","F2S4_170720_094_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","CgG","L6","CS1910121114","H200.1023"
"F2S4_170725_038_H01","F2S4_170725_038_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","CgG","L5a","CS1910121111","H200.1025"
"F2S4_170725_040_A01","F2S4_170725_040_A01","#936052",6,"Inh L5-6 LAMP5 SFTA3","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","CgG","L5a","CS1910121006","H200.1025"
"F2S4_170725_040_F01","F2S4_170725_040_F01","#02E2F7",69,"Exc L3-5 RORB HSPB3","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","CgG","L5a","CS1910121069","H200.1025"
"F2S4_170802_019_B01","F2S4_170802_019_B01","#E693CE",35,"Inh L3 VIP CBLN1","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","CgG","L2","CS1910121035","H200.1023"
"F2S4_170802_019_F01","F2S4_170802_019_F01","#9C28CC",11,"Inh L1-3 PAX6 NABP1","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","CgG","L2","CS1910121011","H200.1023"
"F2S4_170810_015_H01","F2S4_170810_015_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","CgG","L2","CS1910121114","H200.1025"
"F2S4_170802_069_B01","F2S4_170802_069_B01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","CgG","L5a","CS1910121107","H200.1023"
"F2S4_170810_063_B01","F2S4_170810_063_B01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","CgG","L5b","CS1910121107","H200.1025"
"F2S4_170810_063_H01","F2S4_170810_063_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"M","CgG","L5b","CS1910121117","H200.1025"
"F2S4_170802_097_D01","F2S4_170802_097_D01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","CgG","L5b","CS1910121105","H200.1023"
"F2S4_170802_097_G01","F2S4_170802_097_G01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","CgG","L5b","CS1910121105","H200.1023"
"F2S4_170802_097_H01","F2S4_170802_097_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"F","CgG","L5b","CS1910121111","H200.1023"
"F2S4_170802_098_H01","F2S4_170802_098_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","CgG","L5b","CS1910121114","H200.1023"
"F2S4_170802_099_A01","F2S4_170802_099_A01","#3CAD5F",108,"Exc L5-6 FEZF2 CYP26B1","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","CgG","L5b","CS1910121108","H200.1023"
"F2S4_170802_099_F01","F2S4_170802_099_F01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","CgG","L5b","CS1910121105","H200.1023"
"F2S4_170802_100_B01","F2S4_170802_100_B01","#3CAD5F",108,"Exc L5-6 FEZF2 CYP26B1","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","CgG","L5b","CS1910121108","H200.1023"
"F2S4_170802_100_C01","F2S4_170802_100_C01","#3CAD5F",108,"Exc L5-6 FEZF2 CYP26B1","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","CgG","L5b","CS1910121108","H200.1023"
"F2S4_170802_101_E01","F2S4_170802_101_E01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121098","H200.1023"
"F2S4_170802_102_A01","F2S4_170802_102_A01","#7D45B8",101,"Exc L6 FEZF2 TBCC","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121101","H200.1023"
"F2S4_170802_103_C01","F2S4_170802_103_C01","#3CAD5F",108,"Exc L5-6 FEZF2 CYP26B1","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","CgG","L6","CS1910121108","H200.1023"
"F2S4_170802_103_H01","F2S4_170802_103_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","CgG","L6","CS1910121120","H200.1023"
"F2S4_170810_114_B01","F2S4_170810_114_B01","#5494B3",94,"Exc L6 FEZF2 FAM95C","#AFCC3D",2,"Glutamatergic","#459967",9,"L6 CT",NA,"M","CgG","L6","CS1910121094","H200.1025"
"F2S4_170816_001_D01","F2S4_170816_001_D01","#D26ECB",20,"Inh L1-5 VIP KCNJ2","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","V1C","L1","CS1910121020","H200.1025"
"F2S4_170816_093_G01","F2S4_170816_093_G01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","V1C","L5","CS1910121107","H200.1025"
"F2S4_170802_133_B01","F2S4_170802_133_B01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121098","H200.1023"
"F2S4_170802_133_H01","F2S4_170802_133_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","CgG","L6","CS1910121120","H200.1023"
"F2S4_170802_135_G01","F2S4_170802_135_G01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121098","H200.1023"
"F2S4_170816_016_F01","F2S4_170816_016_F01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"M","V1C","L3","CS1910121055","H200.1025"
"F2S4_170816_109_D01","F2S4_170816_109_D01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","V1C","L6a","CS1910121088","H200.1025"
"F2S4_170720_096_C01","F2S4_170720_096_C01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121098","H200.1023"
"F2S4_170725_049_F01","F2S4_170725_049_F01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","CgG","L5b","CS1910121040","H200.1025"
"F2S4_170725_049_H01","F2S4_170725_049_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","CgG","L5b","CS1910121114","H200.1025"
"F2S4_170725_066_A01","F2S4_170725_066_A01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","CgG","L6","CS1910121098","H200.1025"
"F2S4_170720_097_A01","F2S4_170720_097_A01","#A33527",48,"Inh L5 PVALB CNTNAP3P2","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","CgG","L6","CS1910121048","H200.1023"
"F2S4_170720_097_G01","F2S4_170720_097_G01","#BFC124",75,"Exc L6 THEMIS LINC00343","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","CgG","L6","CS1910121075","H200.1023"
"F2S4_170725_051_C01","F2S4_170725_051_C01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","CgG","L5b","CS1910121107","H200.1025"
"F2S4_170725_069_A01","F2S4_170725_069_A01","#ECD704",37,"Inh L6 SST NPY","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","CgG","L6","CS1910121037","H200.1025"
"F2S4_170725_012_H01","F2S4_170725_012_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","CgG","L2","CS1910121114","H200.1025"
"F2S4_170725_054_H01","F2S4_170725_054_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","CgG","L5b","CS1910121111","H200.1025"
"F2S4_170725_071_A01","F2S4_170725_071_A01","#E79C05",39,"Inh L5-6 SST KLHL14","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","CgG","L6","CS1910121039","H200.1025"
"F2S4_170802_001_A01","F2S4_170802_001_A01","#B9814D",7,"Inh L1-2 PAX6 SCGN","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","CgG","L1","CS1910121007","H200.1023"
"F2S4_170802_001_C01","F2S4_170802_001_C01","#CC6FF1",16,"Inh L1 SST CXCL14","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","CgG","L1","CS1910121016","H200.1023"
"F2S4_170802_001_H01","F2S4_170802_001_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","CgG","L1","CS1910121120","H200.1023"
"F2S4_170802_002_A01","F2S4_170802_002_A01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","CgG","L1","CS1910121009","H200.1023"
"F2S4_170802_002_E01","F2S4_170802_002_E01","#B36C76",15,"Inh L1 ADARB2 ADAM33","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","CgG","L1","CS1910121015","H200.1023"
"F2S4_170802_002_H01","F2S4_170802_002_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","CgG","L1","CS1910121120","H200.1023"
"F2S4_170808_108_H01","F2S4_170808_108_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","V1C","L6a","CS1910121116","H200.1023"
"F2S4_170810_016_C01","F2S4_170810_016_C01","#CC6FF1",16,"Inh L1 SST CXCL14","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","CgG","L2","CS1910121016","H200.1025"
"F2S4_170810_017_E01","F2S4_170810_017_E01","#D36FCA",36,"Inh L1-3 VIP GGH","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"M","CgG","L2","CS1910121036","H200.1025"
"F2S4_170808_011_E01","F2S4_170808_011_E01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","V1C","L2","CS1910121055","H200.1023"
"F2S4_170810_051_H01","F2S4_170810_051_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","CgG","L5a","CS1910121111","H200.1025"
"F2S4_170808_037_F01","F2S4_170808_037_F01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","V1C","L4ab","CS1910121055","H200.1023"
"F2S4_170808_046_E01","F2S4_170808_046_E01","#0A4657",102,"Exc L3-5 FEZF2 ONECUT1","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","V1C","L4c","CS1910121102","H200.1023"
"F2S4_170816_018_H01","F2S4_170816_018_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"M","V1C","L3","CS1910121114","H200.1025"
"F2S4_170720_101_E01","F2S4_170720_101_E01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"F","CgG","L6","CS1910121098","H200.1023"
"F2S4_170720_101_H01","F2S4_170720_101_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"F","CgG","L6","CS1910121111","H200.1023"
"F2S4_170725_075_G01","F2S4_170725_075_G01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"M","CgG","L6","CS1910121090","H200.1025"
"F2S4_170720_103_D01","F2S4_170720_103_D01","#520DBB",90,"Exc L5-6 THEMIS GPR21","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","CgG","L6","CS1910121090","H200.1023"
"F2S4_170725_077_D01","F2S4_170725_077_D01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","CgG","L6","CS1910121107","H200.1025"
"F2S4_170725_079_F01","F2S4_170725_079_F01","#8C2734",44,"Inh L6 LHX6 GLP1R","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","CgG","L6","CS1910121044","H200.1025"
"F2S4_170816_010_E01","F2S4_170816_010_E01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","V1C","L2","CS1910121111","H200.1025"
"F2S4_170816_012_F01","F2S4_170816_012_F01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","V1C","L2","CS1910121111","H200.1025"
"F2S4_170725_084_F01","F2S4_170725_084_F01","#184AC1",97,"Exc L6 FEZF2 TBC1D26","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","CgG","L6","CS1910121097","H200.1025"
"F2S4_170720_108_G01","F2S4_170720_108_G01","#3CAD5F",108,"Exc L5-6 FEZF2 CYP26B1","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"F","CgG","L6","CS1910121108","H200.1023"
"F2S4_170725_088_A01","F2S4_170725_088_A01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","CgG","L6","CS1910121107","H200.1025"
"F2S4_170720_109_H01","F2S4_170720_109_H01","#73B29E",115,"Oligo L4-6 MOBP COL18A1","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","CgG","L6","CS1910121115","H200.1023"
"F2S4_170720_110_E01","F2S4_170720_110_E01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","CgG","L6","CS1910121105","H200.1023"
"F2S4_170725_090_H01","F2S4_170725_090_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","CgG","L6","CS1910121116","H200.1025"
"F2S4_170725_055_C01","F2S4_170725_055_C01","#996A0E",41,"Inh L4-6 SST MTHFD2P6","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"M","CgG","L5b","CS1910121041","H200.1025"
"F2S4_170725_056_H01","F2S4_170725_056_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","CgG","L5b","CS1910121111","H200.1025"
"F2S4_170725_095_A01","F2S4_170725_095_A01","#8C2734",44,"Inh L6 LHX6 GLP1R","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"M","CgG","L6","CS1910121044","H200.1025"
"F2S4_170725_096_D01","F2S4_170725_096_D01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","CgG","L6","CS1910121098","H200.1025"
"F2S4_170725_096_G01","F2S4_170725_096_G01","#174ABE",98,"Exc L6 FEZF2 KRT17","#AFCC3D",2,"Glutamatergic","#4DFFC9",10,"L6b",NA,"M","CgG","L6","CS1910121098","H200.1025"
"F2S4_170816_029_H01","F2S4_170816_029_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","V1C","L4ab","CS1910121120","H200.1025"
"F2S4_170725_060_F01","F2S4_170725_060_F01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","CgG","L5b","CS1910121105","H200.1025"
"F2S4_170725_099_G01","F2S4_170725_099_G01","#3DAD5E",107,"Exc L5-6 FEZF2 MYBPHL","#AFCC3D",2,"Glutamatergic","#006B99",12,"L5/6 NP",NA,"M","CgG","L6","CS1910121107","H200.1025"
"F2S4_170816_082_E01","F2S4_170816_082_E01","#936052",6,"Inh L5-6 LAMP5 SFTA3","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","V1C","L5","CS1910121006","H200.1025"
"F2S4_170802_020_G01","F2S4_170802_020_G01","#B65FBF",23,"Inh L2-6 VIP VIP","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","CgG","L2","CS1910121023","H200.1023"
"F2S4_170802_022_D01","F2S4_170802_022_D01","#D97807",40,"Inh L3-5 SST MAFB","#0066FF",4,"GABAergic","#FFE500",4,"SST",NA,"F","CgG","L2","CS1910121040","H200.1023"
"F2S4_170725_015_H01","F2S4_170725_015_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"M","CgG","L2","CS1910121120","H200.1025"
"F2S4_170802_053_H01","F2S4_170802_053_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"F","CgG","L5a","CS1910121111","H200.1023"
"F2S4_170808_005_F01","F2S4_170808_005_F01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","V1C","L1","CS1910121055","H200.1023"
"F2S4_170808_006_D01","F2S4_170808_006_D01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","V1C","L1","CS1910121055","H200.1023"
"F2S4_170824_024_F01","F2S4_170824_024_F01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","CgG","L1","CS1910121111","H200.1025"
"F2S4_170802_054_H01","F2S4_170802_054_H01","#604B47",117,"Endo L2-5 CLDN5","#17994B",3,"Non-neuronal","#7F00FF",16,"Endothelial",NA,"F","CgG","L5a","CS1910121117","H200.1023"
"F2S4_170808_050_A01","F2S4_170808_050_A01","#8E5A63",3,"Inh L1-4 LAMP5 DUSP4","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","V1C","L4c","CS1910121003","H200.1023"
"F2S4_170824_073_C01","F2S4_170824_073_C01","#936052",6,"Inh L5-6 LAMP5 SFTA3","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"M","CgG","L5b","CS1910121006","H200.1025"
"F2S4_170725_020_H01","F2S4_170725_020_H01","#312E27",111,"Astro L1-6 FGFR3 ETNPPL","#17994B",3,"Non-neuronal","#73ABFF",13,"Astrocyte",NA,"M","CgG","L2","CS1910121111","H200.1025"
"F2S4_170725_021_G01","F2S4_170725_021_G01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","CgG","L2","CS1910121009","H200.1025"
"F2S4_170802_057_H01","F2S4_170802_057_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","CgG","L5a","CS1910121114","H200.1023"
"F2S4_170802_058_C01","F2S4_170802_058_C01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","CgG","L5a","CS1910121105","H200.1023"
"F2S4_170802_061_C01","F2S4_170802_061_C01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","CgG","L5a","CS1910121105","H200.1023"
"F2S4_170802_061_H01","F2S4_170802_061_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","CgG","L5a","CS1910121114","H200.1023"
"F2S4_170802_005_F01","F2S4_170802_005_F01","#8B5862",1,"Inh L1 LAMP5 NDNF","#0066FF",4,"GABAergic","#FF7373",1,"LAMP5",NA,"F","CgG","L1","CS1910121001","H200.1023"
"F2S4_170802_007_D01","F2S4_170802_007_D01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","CgG","L1","CS1910121009","H200.1023"
"F2S4_170802_007_E01","F2S4_170802_007_E01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","CgG","L1","CS1910121009","H200.1023"
"F2S4_170720_016_H01","F2S4_170720_016_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","CgG","L2","CS1910121116","H200.1023"
"F2S4_170802_063_G01","F2S4_170802_063_G01","#689E7C",87,"Exc L4-5 RORB LCN15","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","CgG","L5a","CS1910121087","H200.1023"
"F2S4_170808_013_H01","F2S4_170808_013_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","V1C","L2","CS1910121114","H200.1023"
"F2S4_170725_032_H01","F2S4_170725_032_H01","#71AF9A",116,"Oligo L4-6 OPALIN","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"M","CgG","L2","CS1910121116","H200.1025"
"F2S4_170725_034_E01","F2S4_170725_034_E01","#B9814D",7,"Inh L1-2 PAX6 SCGN","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"M","CgG","L2","CS1910121007","H200.1025"
"F2S4_170802_010_B01","F2S4_170802_010_B01","#A6666F",9,"Inh L1 PAX6 CA4","#0066FF",4,"GABAergic","#CC683D",2,"PAX6",NA,"F","CgG","L1","CS1910121009","H200.1023"
"F2S4_170802_010_D01","F2S4_170802_010_D01","#B36C76",15,"Inh L1 ADARB2 ADAM33","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","CgG","L1","CS1910121015","H200.1023"
"F2S4_170802_067_H01","F2S4_170802_067_H01","#A67C72",118,"VLMC L1-3 CYP1B1","#17994B",3,"Non-neuronal","#B65CCC",17,"VLMC",NA,"F","CgG","L5a","CS1910121118","H200.1023"
"F2S4_170720_020_E01","F2S4_170720_020_E01","#B65FBF",23,"Inh L2-6 VIP VIP","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","CgG","L2","CS1910121023","H200.1023"
"F2S4_170802_028_F01","F2S4_170802_028_F01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"F","CgG","L2","CS1910121105","H200.1023"
"F2S4_170808_042_B01","F2S4_170808_042_B01","#21D587",55,"Exc L2-4 RORB GRIK1","#AFCC3D",2,"Glutamatergic","#63992E",6,"L4 IT",NA,"F","V1C","L4ab","CS1910121055","H200.1023"
"F2S4_170808_022_H01","F2S4_170808_022_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","V1C","L3","CS1910121114","H200.1023"
"F2S4_170808_023_H01","F2S4_170808_023_H01","#2E3E39",114,"OPC L1-6 MYT1","#17994B",3,"Non-neuronal","#3D4BCC",14,"OPC",NA,"F","V1C","L3","CS1910121114","H200.1023"
"F2S4_170808_045_F01","F2S4_170808_045_F01","#EA2C44",49,"Inh L2-4 PVALB C8orf4","#0066FF",4,"GABAergic","#B6CC5C",5,"PVALB",NA,"F","V1C","L4ab","CS1910121049","H200.1023"
"F2S4_170802_034_B01","F2S4_170802_034_B01","#689E7C",87,"Exc L4-5 RORB LCN15","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"F","CgG","L2","CS1910121087","H200.1023"
"F2S4_170808_026_H01","F2S4_170808_026_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","V1C","L3","CS1910121120","H200.1023"
"F2S4_170808_085_G01","F2S4_170808_085_G01","#5504EC",88,"Exc L5-6 THEMIS IL7R","#AFCC3D",2,"Glutamatergic","#00CC14",8,"L5/6 IT Car3",NA,"F","V1C","L5","CS1910121088","H200.1023"
"F2S4_170720_026_H01","F2S4_170720_026_H01","#8BA38D",120,"Micro L1-6 C1QC","#17994B",3,"Non-neuronal","#FF26A8",19,"Microglia",NA,"F","CgG","L2","CS1910121120","H200.1023"
"F2S4_170802_036_A01","F2S4_170802_036_A01","#D26ECB",20,"Inh L1-5 VIP KCNJ2","#0066FF",4,"GABAergic","#996517",3,"VIP",NA,"F","CgG","L2","CS1910121020","H200.1023"
"F2S4_170808_086_H01","F2S4_170808_086_H01","#73B29E",115,"Oligo L4-6 MOBP COL18A1","#17994B",3,"Non-neuronal","#311799",15,"Oligodendrocyte",NA,"F","V1C","L5","CS1910121115","H200.1023"
"F2S4_170810_055_D01","F2S4_170810_055_D01","#55C3B4",82,"Exc L5 RORB LINC01202","#AFCC3D",2,"Glutamatergic","#52FF26",7,"IT",NA,"M","CgG","L5a","CS1910121082","H200.1025"
"F2S4_170810_056_B01","F2S4_170810_056_B01","#14718F",105,"Exc L5 FEZF2 MORN2","#AFCC3D",2,"Glutamatergic","#1FCCCC",11,"L5 ET",NA,"M","CgG","L5a","CS1910121105","H200.1025"
